"","ICC","ICCk","sigma2_b","sigma2_w","var.data","error.message"
"p32pr_L",0.311741635599276,0.47530950781608,0.0059180704863938,0.0130658245426331,0.0293014721854094,0
"a24_L",0.475804591351403,0.644807034941809,0.00795730324092624,0.00876658590508962,0.0188175913087568,0
"d32_L",0.363784117666729,0.533492233784215,0.00526579134642309,0.00920925330422656,0.0173714992911921,0
"X8BM_L",0.442489131825687,0.61350775137647,0.00889532466522715,0.0112075977015336,0.0231485064675117,0
"p32_L",0.585451205984911,0.738529453035066,0.0113354677954093,0.00802646652043095,0.0214702944081928,0
"X10r_L",0.483287562773097,0.651643787627479,0.00805291665527572,0.00860986814528526,0.0186210327492796,0
"X47m_L",0.638820301561855,0.779609943754097,0.0144953438492372,0.00819545638644327,0.0365801462176056,0
"X8Av_L",0.543558713418462,0.70429288979188,0.00858497745270432,0.00720904302893428,0.0146039620620195,0
"X8Ad_L",0.219695647302492,0.360246669385722,0.00175406144241255,0.00622999042183506,0.00919999934698848,0
"X9m_L",0.502511053721836,0.668894984136159,0.00780821270457518,0.007730177240768,0.0162199998389364,0
"X8BL_L",0.391507759007883,0.562710134346674,0.00483136136407429,0.00750903611953474,0.0155055363792989,0
"X9p_L",0.678864302650339,0.808718490921095,0.0139253209886093,0.00658735132932487,0.0272709685864983,0
"X10d_L",0.378325189956618,0.548963615717602,0.00565363184071888,0.00929021009951032,0.0153830628588973,0
"X8C_L",0.624522935619023,0.768869336253537,0.0100646666578924,0.00605110120884954,0.0188068024254002,0
"X44_L",0.483029544850888,0.651409200211792,0.00832209536452233,0.00890686185607871,0.0223172515281828,0
"X45_L",0.509160362759077,0.674759787393594,0.00753209828307936,0.00726107658674722,0.0216283457978108,0
"X47l_L",0.403599442648581,0.575092053167237,0.00622136077607118,0.00919333042182575,0.0195993897390514,0
"a47r_L",0.318899324473021,0.483584028827129,0.00459565321028825,0.00981533125285709,0.0209906248847749,0
"X6r_L",0.46667186344401,0.636368468060989,0.00789171305213903,0.00901891231511294,0.0266561852238117,0
"IFJa_L",0.38307643971481,0.553948326664867,0.0055377526396887,0.00891824638706274,0.0232466205859225,0
